Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Location_0,Location_1,Location_2,Location_3,Location_4,WindGustDir_0,WindGustDir_1,WindGustDir_2,WindGustDir_3,WindGustDir_4,WindDir9am_0,WindDir9am_1,WindDir9am_2,WindDir9am_3,WindDir9am_4,WindDir3pm_0,WindDir3pm_1,WindDir3pm_2,WindDir3pm_3,WindDir3pm_4
9834,6,13.7,16.2,14.8,7.2,3.8,83.0,33.0,44.0,81.0,70.0,996.8,997.0,6.0,6.0,14.4,13.3,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
9835,6,9.1,15.1,8.8,2.8,3.4,56.0,24.0,19.0,80.0,68.0,1010.5,1012.7,7.0,7.0,13.1,13.9,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
9836,7,8.5,21.1,0.0,1.0,8.9,30.0,17.0,17.0,76.0,51.0,1020.3,1016.9,0.0,3.0,12.1,18.5,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
9837,7,12.1,19.3,4.4,2.6,2.7,48.0,26.0,22.0,97.0,71.0,1010.5,1009.4,8.0,7.0,13.3,18.4,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
9838,7,10.9,19.1,0.6,0.8,3.0,37.0,7.0,20.0,78.0,50.0,1015.7,1012.2,5.0,7.0,13.6,16.7,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
9839,7,11.8,19.0,13.4,2.6,5.0,41.0,11.0,19.0,95.0,57.0,1005.1,1005.6,8.0,4.0,13.7,17.6,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0
9840,7,10.8,17.8,19.0,1.6,4.9,56.0,19.0,24.0,77.0,87.0,1007.3,1009.1,6.0,7.0,13.1,14.3,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
9841,7,7.1,21.2,0.0,2.2,9.1,56.0,26.0,33.0,53.0,27.0,1020.5,1014.7,0.0,1.0,13.6,20.8,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0
9842,7,12.3,17.3,8.2,3.8,4.5,63.0,13.0,24.0,71.0,71.0,1013.1,1011.2,7.0,6.0,13.4,14.5,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
9843,7,11.4,19.4,0.8,2.4,4.7,52.0,20.0,33.0,65.0,86.0,1017.6,1013.6,6.0,7.0,15.8,15.3,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
9844,7,10.8,16.6,26.8,3.6,3.6,65.0,2.0,15.0,93.0,78.0,1008.6,1005.3,7.0,6.0,11.4,13.6,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1
9845,7,8.3,14.6,25.0,2.8,4.9,76.0,24.0,26.0,66.0,63.0,1001.7,1002.5,7.0,4.0,11.1,12.6,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
9846,7,8.5,15.7,10.2,1.8,5.6,76.0,13.0,26.0,74.0,58.0,1012.5,1015.1,4.0,5.0,13.3,15.5,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
9847,7,6.7,17.2,1.8,1.6,4.7,44.0,15.0,19.0,95.0,65.0,1019.4,1016.3,6.0,5.0,11.1,16.4,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
9848,7,3.9,16.3,0.0,1.6,9.0,33.0,9.0,19.0,78.0,43.0,1022.6,1020.0,1.0,3.0,10.0,15.3,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
9849,8,6.6,20.9,0.0,1.6,5.6,48.0,11.0,28.0,75.0,53.0,1015.7,1012.2,4.0,6.0,13.1,20.0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1
9850,8,12.8,21.7,0.0,0.8,3.0,37.0,4.0,17.0,83.0,74.0,1015.0,1012.3,8.0,7.0,14.7,20.3,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
9851,8,11.9,21.0,2.4,1.0,4.8,35.0,24.0,17.0,77.0,60.0,1013.3,1010.9,6.0,7.0,15.7,19.8,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
9852,8,14.1,20.8,1.6,3.0,4.6,59.0,24.0,28.0,93.0,67.0,1006.3,1007.9,8.0,6.0,15.9,18.8,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0
9853,8,10.6,17.5,6.0,3.4,1.8,33.0,7.0,11.0,80.0,60.0,1016.0,1013.4,7.0,6.0,13.4,16.7,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9854,8,11.7,18.9,12.0,1.8,5.1,48.0,9.0,26.0,94.0,48.0,1011.0,1010.8,7.0,5.0,14.9,18.7,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1
9855,8,11.0,20.8,2.6,2.4,6.0,61.0,20.0,37.0,80.0,64.0,1010.7,1008.0,6.0,7.0,15.9,19.1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1
9856,8,13.7,20.4,20.4,4.0,4.3,78.0,31.0,35.0,81.0,69.0,1006.4,1004.6,7.0,7.0,16.6,18.9,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
9857,8,9.2,15.2,9.8,1.8,6.9,67.0,26.0,35.0,67.0,42.0,1009.2,1012.6,6.0,4.0,12.2,14.5,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
9858,8,10.2,17.9,3.6,1.2,5.7,50.0,15.0,15.0,91.0,84.0,1019.5,1018.5,7.0,6.0,12.7,15.3,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
9859,8,8.4,19.3,0.6,1.8,4.6,52.0,17.0,28.0,91.0,67.0,1009.9,1010.6,5.0,5.0,12.4,18.6,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9860,8,12.3,19.2,13.8,1.8,5.1,87.0,9.0,20.0,93.0,58.0,1016.4,1015.7,5.0,5.0,15.0,17.6,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
9861,8,12.6,18.2,5.0,2.8,0.1,39.0,13.0,13.0,91.0,92.0,1015.7,1014.5,7.0,8.0,16.0,14.7,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
9862,8,10.1,17.2,11.8,1.6,7.7,48.0,9.0,22.0,92.0,51.0,1014.5,1012.1,5.0,5.0,12.2,15.8,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
9863,8,12.2,17.9,1.8,2.4,3.2,50.0,24.0,20.0,73.0,72.0,1011.5,1010.3,7.0,8.0,16.0,15.8,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0
9864,8,9.0,17.3,0.8,3.2,2.5,61.0,17.0,24.0,85.0,83.0,1010.5,1011.7,6.0,8.0,12.8,11.7,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
9865,8,6.4,19.2,0.0,1.2,5.3,26.0,7.0,13.0,66.0,47.0,1025.5,1020.6,6.0,7.0,12.6,17.5,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
9866,9,8.4,19.2,1.8,1.6,7.1,56.0,15.0,31.0,85.0,54.0,1016.0,1012.8,6.0,5.0,13.7,17.8,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
9867,9,5.8,22.4,0.0,2.4,10.2,50.0,15.0,20.0,51.0,35.0,1017.1,1010.8,1.0,1.0,13.3,20.4,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
9868,9,9.7,16.3,10.4,3.8,9.0,61.0,22.0,37.0,81.0,48.0,1014.1,1014.3,5.0,2.0,11.0,15.0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
9869,9,10.2,19.4,0.8,2.2,3.7,59.0,17.0,39.0,82.0,51.0,1021.1,1018.5,7.0,6.0,14.2,18.0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
9870,9,14.0,18.4,0.4,2.2,2.2,76.0,43.0,39.0,63.0,73.0,1004.4,1002.4,7.0,7.0,17.3,17.0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
9871,9,13.4,19.8,14.8,2.0,5.1,81.0,37.0,35.0,62.0,91.0,1006.4,1006.4,4.0,8.0,17.5,15.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
9872,9,10.7,17.0,12.8,3.8,8.4,52.0,26.0,26.0,46.0,52.0,1015.4,1017.0,2.0,6.0,14.4,15.2,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
9873,9,9.4,20.0,0.0,2.8,5.7,50.0,17.0,26.0,73.0,54.0,1017.9,1014.6,7.0,4.0,13.2,18.8,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
9874,9,11.8,18.0,9.6,4.6,3.0,43.0,6.0,28.0,89.0,57.0,1012.2,1010.6,6.0,6.0,14.5,15.5,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
9875,9,10.3,20.4,0.2,1.8,4.2,57.0,15.0,41.0,72.0,42.0,1018.9,1014.7,6.0,5.0,14.8,19.7,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
9876,9,9.4,18.2,1.0,1.6,5.4,57.0,19.0,35.0,86.0,64.0,1013.7,1009.9,6.0,7.0,13.5,17.3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
9877,9,12.5,17.5,6.8,3.6,5.0,72.0,24.0,31.0,73.0,67.0,1009.9,1011.8,8.0,6.0,14.7,14.1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
9878,9,7.7,26.5,0.0,4.2,10.8,37.0,24.0,24.0,27.0,12.0,1020.8,1014.8,2.0,1.0,18.8,25.2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
9879,9,10.6,17.0,2.2,4.4,0.9,48.0,31.0,31.0,80.0,51.0,1013.6,1011.6,7.0,7.0,14.3,15.5,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
9880,9,8.1,14.3,2.0,3.4,2.7,33.0,13.0,20.0,86.0,61.0,1008.8,1007.9,8.0,6.0,10.6,13.4,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
9881,10,16.5,24.4,0.0,6.8,0.4,37.0,13.0,22.0,62.0,76.0,1016.4,1016.1,8.0,7.0,23.3,21.8,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
9882,11,19.4,30.6,0.4,5.8,3.6,50.0,20.0,24.0,75.0,54.0,1014.0,1008.3,8.0,7.0,21.8,28.3,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0
9883,11,12.2,22.9,0.0,8.2,10.0,44.0,17.0,22.0,49.0,57.0,1010.0,1007.4,6.0,6.0,20.8,21.0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
9884,11,15.2,22.2,7.2,5.2,3.3,78.0,33.0,28.0,68.0,91.0,1001.5,1000.1,7.0,8.0,20.1,16.5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9885,11,13.2,21.4,19.6,3.0,8.2,59.0,13.0,41.0,88.0,49.0,1007.5,1009.0,6.0,3.0,15.0,20.6,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
9886,3,20.6,33.7,0.0,7.6,5.0,50.0,13.0,9.0,70.0,35.0,1015.4,1010.2,7.0,7.0,24.4,32.2,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
9887,4,16.3,18.5,0.8,5.8,0.0,31.0,15.0,7.0,84.0,82.0,1009.3,1008.4,8.0,8.0,17.0,16.1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
9888,4,11.6,24.2,3.4,1.6,4.4,50.0,26.0,31.0,60.0,42.0,1009.4,1007.1,4.0,5.0,18.5,23.3,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
9889,4,14.6,23.6,11.6,1.2,8.5,59.0,33.0,41.0,71.0,59.0,1008.4,1007.7,2.0,6.0,19.6,21.6,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1
9890,4,15.6,22.4,1.2,4.6,4.5,50.0,17.0,28.0,86.0,66.0,1012.9,1012.0,5.0,7.0,17.9,21.4,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1
9891,5,8.4,23.1,0.0,3.0,9.5,37.0,11.0,20.0,47.0,54.0,1013.8,1011.6,1.0,4.0,18.0,22.2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
9892,5,13.9,24.0,0.0,3.4,2.3,48.0,26.0,17.0,37.0,50.0,1010.5,1006.1,7.0,4.0,20.7,23.5,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
9893,5,14.8,19.6,19.8,7.6,2.8,57.0,9.0,15.0,94.0,79.0,999.8,997.1,7.0,7.0,15.9,17.1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9894,5,7.1,22.8,0.0,2.6,6.8,37.0,9.0,17.0,65.0,38.0,1013.0,1007.6,1.0,7.0,13.3,20.8,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
9895,5,9.9,18.6,17.2,3.4,5.3,54.0,15.0,26.0,89.0,87.0,1007.5,1010.2,7.0,7.0,12.3,15.6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
9896,6,6.6,24.7,0.0,3.0,8.8,37.0,15.0,20.0,39.0,27.0,1019.6,1015.5,2.0,6.0,15.5,23.4,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
9897,6,10.8,20.4,5.8,4.0,3.3,33.0,9.0,9.0,97.0,62.0,1017.4,1016.3,8.0,7.0,14.3,19.9,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
9898,6,14.2,16.4,11.6,0.6,0.0,72.0,11.0,35.0,94.0,93.0,1011.3,1009.6,8.0,8.0,14.4,13.0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
9899,6,8.1,19.6,0.0,2.0,3.0,41.0,9.0,24.0,92.0,55.0,1021.0,1018.4,7.0,7.0,11.6,19.2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
9900,6,11.6,17.3,20.6,2.4,5.3,56.0,13.0,17.0,91.0,83.0,1019.8,1021.2,3.0,7.0,14.7,13.2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
9901,7,6.8,18.0,0.0,1.4,4.4,37.0,9.0,22.0,97.0,55.0,1017.2,1016.6,6.0,6.0,10.6,16.9,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
9902,7,10.9,19.8,0.0,3.4,7.9,39.0,13.0,24.0,91.0,56.0,1017.2,1016.4,5.0,4.0,13.2,18.0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
9903,7,10.6,17.3,1.0,2.4,5.1,48.0,17.0,24.0,82.0,56.0,1016.5,1017.2,5.0,6.0,14.1,15.7,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
9904,8,11.4,20.3,0.0,4.0,0.0,54.0,22.0,20.0,20.0,34.0,1015.3,1011.5,8.0,8.0,17.1,19.5,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
9905,8,12.6,17.2,19.0,2.4,1.9,54.0,13.0,17.0,97.0,78.0,1008.0,1002.7,8.0,7.0,13.1,16.9,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
9906,8,4.5,18.6,0.0,2.6,8.2,37.0,11.0,28.0,73.0,56.0,1004.9,1003.9,5.0,7.0,11.3,16.7,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
9907,8,5.8,18.0,0.2,2.0,7.2,37.0,13.0,15.0,75.0,64.0,1018.4,1014.8,3.0,3.0,12.3,16.7,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
9908,8,10.2,20.2,0.0,2.8,3.7,35.0,9.0,9.0,83.0,84.0,1015.9,1013.7,7.0,7.0,14.9,15.1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
9909,8,11.8,15.7,5.2,2.0,0.0,41.0,9.0,19.0,89.0,84.0,1014.0,1012.9,7.0,8.0,13.6,14.7,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
9910,9,5.0,19.9,0.0,3.8,10.1,31.0,9.0,17.0,66.0,42.0,1026.3,1022.2,1.0,3.0,12.1,18.3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9911,9,6.7,20.0,0.0,2.8,6.6,61.0,15.0,44.0,65.0,47.0,1009.0,1005.9,4.0,4.0,14.6,19.9,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1
9912,9,6.3,17.4,11.2,3.0,6.7,52.0,13.0,20.0,86.0,69.0,1015.1,1015.0,7.0,5.0,11.6,14.8,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
9913,9,3.4,18.3,0.0,3.4,6.3,33.0,15.0,15.0,57.0,49.0,1017.6,1015.1,6.0,6.0,14.1,17.6,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
9914,10,10.9,28.7,0.0,5.8,11.2,39.0,15.0,24.0,24.0,44.0,1010.0,1007.8,0.0,1.0,25.1,25.4,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
9915,10,15.4,20.6,10.8,7.6,5.1,67.0,13.0,37.0,72.0,61.0,1010.7,1012.1,7.0,6.0,18.0,16.9,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0
9916,10,9.0,24.3,0.0,7.4,4.0,57.0,15.0,24.0,48.0,72.0,1012.9,1013.1,7.0,7.0,21.9,19.2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9917,10,16.5,22.0,0.0,6.6,2.4,43.0,24.0,30.0,66.0,61.0,1009.1,1009.8,7.0,7.0,21.4,19.2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
9918,11,16.3,25.0,0.0,6.0,1.8,50.0,11.0,24.0,53.0,92.0,1015.9,1014.0,7.0,8.0,24.4,18.4,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
9919,12,12.3,24.0,0.0,7.6,8.1,39.0,9.0,22.0,61.0,57.0,1006.7,1004.5,7.0,8.0,20.0,21.6,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
9920,12,15.0,29.7,0.0,11.8,5.7,61.0,31.0,24.0,36.0,18.0,1012.6,1008.9,1.0,7.0,22.2,28.4,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
9921,12,14.8,27.7,11.0,8.6,1.2,76.0,26.0,43.0,81.0,64.0,1010.8,1007.9,8.0,7.0,16.9,21.5,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
9922,1,21.7,38.0,0.0,8.4,13.2,44.0,11.0,30.0,50.0,37.0,1009.5,1005.6,0.0,1.0,30.1,34.8,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
9923,1,23.3,29.0,4.6,11.0,2.4,57.0,15.0,24.0,91.0,62.0,1001.9,1000.0,7.0,6.0,24.8,27.6,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
9924,1,23.4,41.8,0.0,10.6,8.7,67.0,22.0,33.0,45.0,91.0,1009.0,1009.2,3.0,8.0,31.6,25.1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
9925,1,23.5,38.4,20.6,8.4,11.9,54.0,20.0,31.0,60.0,59.0,1008.6,1006.6,5.0,3.0,29.5,30.6,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
9926,5,12.4,23.1,0.4,1.6,2.6,41.0,7.0,19.0,97.0,59.0,1014.1,1012.3,7.0,8.0,17.2,21.7,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
9927,5,10.5,25.4,0.0,2.6,9.4,33.0,11.0,20.0,68.0,34.0,1021.3,1017.4,1.0,4.0,16.6,24.4,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
9928,5,15.6,18.2,16.8,4.8,1.8,70.0,15.0,24.0,98.0,86.0,1008.3,1011.5,8.0,4.0,17.9,16.0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1
9929,5,8.0,25.6,0.0,2.8,6.6,46.0,13.0,26.0,37.0,49.0,1014.5,1011.5,7.0,8.0,18.6,22.9,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1
9930,5,15.3,21.9,18.8,4.6,6.7,43.0,17.0,19.0,91.0,62.0,1010.4,1010.3,4.0,5.0,17.3,21.5,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
9931,5,12.6,21.2,5.2,1.6,3.2,35.0,17.0,17.0,87.0,61.0,1015.2,1012.9,7.0,7.0,15.2,20.4,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
9932,6,10.0,18.2,0.0,4.2,0.2,52.0,24.0,24.0,45.0,30.0,1024.3,1019.3,8.0,8.0,13.8,17.5,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
9933,6,9.9,14.0,7.4,3.4,0.0,52.0,26.0,22.0,87.0,89.0,1017.1,1015.0,7.0,8.0,10.3,13.1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
9934,6,10.3,19.5,10.0,2.2,4.9,48.0,11.0,22.0,92.0,70.0,1017.8,1017.0,7.0,5.0,13.2,17.2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
9935,6,12.1,20.7,0.6,0.8,4.1,44.0,15.0,24.0,81.0,63.0,1020.8,1018.3,7.0,1.0,14.4,20.5,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
9936,6,11.3,20.0,5.4,4.4,5.5,41.0,9.0,13.0,78.0,75.0,1022.5,1021.1,6.0,5.0,16.1,17.8,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
9937,6,14.0,23.1,0.2,1.2,5.0,67.0,24.0,31.0,80.0,53.0,1011.5,1006.8,6.0,6.0,16.6,21.8,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
9938,6,8.8,24.3,0.0,0.8,8.4,50.0,15.0,28.0,51.0,39.0,1019.5,1012.7,7.0,7.0,16.9,23.6,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
9939,6,13.9,15.6,11.4,3.8,0.0,50.0,24.0,9.0,96.0,97.0,1006.5,1005.6,8.0,8.0,14.1,15.4,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
9940,6,10.2,18.2,26.0,0.6,5.4,22.0,7.0,7.0,94.0,62.0,1013.7,1012.8,4.0,6.0,12.8,16.8,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
9941,6,9.5,17.0,1.4,1.0,2.2,54.0,28.0,13.0,73.0,93.0,1010.1,1007.9,6.0,8.0,15.1,15.8,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
9942,7,8.1,17.4,22.0,3.2,4.6,50.0,9.0,26.0,94.0,49.0,1017.6,1015.8,6.0,6.0,10.9,16.7,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
9943,7,9.1,16.9,14.4,2.0,6.1,56.0,7.0,31.0,84.0,56.0,1016.0,1014.5,5.0,6.0,13.1,15.3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
9944,7,2.8,14.1,0.0,2.0,0.2,52.0,26.0,13.0,58.0,66.0,1027.6,1024.0,7.0,8.0,10.9,12.1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
9945,7,10.1,12.8,7.8,3.8,0.0,44.0,26.0,24.0,90.0,89.0,1022.3,1019.1,8.0,8.0,10.6,12.1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
9946,7,8.2,22.1,0.0,1.4,9.2,33.0,17.0,19.0,74.0,45.0,1019.9,1015.8,0.0,0.0,13.1,21.9,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9947,7,11.3,18.7,4.0,3.0,0.2,37.0,20.0,15.0,89.0,87.0,1011.5,1010.5,7.0,8.0,15.2,17.3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
9948,7,10.7,18.6,1.0,2.0,3.5,33.0,13.0,19.0,82.0,67.0,1016.6,1015.1,5.0,7.0,14.7,17.1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
9949,7,8.7,18.9,4.8,0.8,5.8,41.0,13.0,17.0,85.0,81.0,1016.5,1014.0,3.0,7.0,12.5,16.2,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
9950,7,7.6,18.7,5.8,1.8,4.8,28.0,13.0,13.0,87.0,81.0,1017.4,1016.2,4.0,5.0,12.8,16.5,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
9951,7,13.2,18.6,0.4,0.8,0.0,39.0,11.0,13.0,69.0,91.0,1014.5,1014.1,8.0,7.0,16.4,16.2,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
9952,7,8.0,21.8,0.0,2.0,6.3,61.0,13.0,28.0,77.0,57.0,1013.1,1007.2,1.0,7.0,14.2,20.3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
